 1483  STARS OF MAGNITUDE  5.000 AND BRIGHTER                   TOTAL   1483
 1027  4.594 G5    321.4705  -22.0261  .7251907 -.5774532 -.3750283  2231069
 1028  4.219 B8    339.4739  -27.3049  .8321643 -.3115664 -.4587253  2231106
 1029  1.289 A3    343.7272  -29.8894  .8322557 -.2429397 -.4983280  2231115
 1030  4.773 G5    346.0003  -24.0136  .8863165 -.2209786 -.4069540  2231124
 1031  3.797 K0    346.6964  -21.4438  .9057988 -.2141825 -.3655878  2231127
 1032  4.938 &&&   346.8119  -22.7289  .8980174 -.2104317 -.3863718  2231129
 1033  4.203 K0    350.0852  -20.3747  .9234349 -.1614115 -.3481585  2231134
 1034  4.523 K5    350.8548  -20.9168  .9222260 -.1484630 -.3570126  2231136
 1035  4.758 A0    352.6655  -21.1908  .9247526 -.1190302 -.3614753  2231142
 1036  4.641 A0    356.5824  -28.4079  .8780183 -.0524345 -.4757462  2231147
 1037  4.961 MB      6.3627  -33.2835  .8308159  .0926431 -.5487825  2340014
 1038  4.500 K0     41.7505  -32.6133  .6284195  .5608955 -.5389668  2340081
 1039  4.930 B5     55.0646  -32.0969  .4851226  .6944933 -.5313521  2340113
 1040  4.641 K2     55.2436  -37.4711  .4524572  .6520576 -.6083612  2340114
 1041  4.859 B8     56.6887  -37.7724  .4341056  .6605779 -.6125268  2340120
 1042  4.242 K0     56.8947  -36.3512  .4398922  .6746572 -.5927331  2340122
 1043  3.594 B9     64.0009  -33.9194  .3637585  .7458461 -.5580263  2340138
 1044  4.063 K5     65.5400  -34.1313  .3427379  .7534631 -.5610919  2340142
 1045  3.883 K0     68.4007  -30.6637  .3166416  .7997747 -.5099986  2340147
 1046  4.617 K0     75.6532  -35.5510  .2016020  .7882250 -.5814275  2340165
 1047  4.906 K0     78.9210  -34.9467  .1575125  .8044089 -.5728143  2340174
 1048  3.922 K0     82.3593  -35.5065  .1082360  .8068220 -.5807954  2340186
 1049  2.750 B5P    84.4592  -34.0999  .0799525  .8241920 -.5606381  2340195
 1050  3.219 K0     87.2995  -35.7817  .0382220  .8103494 -.5846989  2340212
 1051  4.891 B5     87.8243  -33.8110  .0315432  .8302792 -.5564544  2340216
 1052  4.359 B3     88.9407  -35.2875  .0150911  .8161245 -.5776790  2340223
 1053  4.508 K0     93.6926  -35.1219 -.0526782  .8162319 -.5753178  2340235
 1054  3.102 B3     94.5982  -30.0399 -.0693988  .8628905 -.5006033  2340241
 1055  3.977 G5     95.0708  -33.4106 -.0737799  .8314789 -.5506355  2340243
 1056  4.477 B5     96.5783  -32.5472 -.0965685  .8373988 -.5379942  2340252
 1057  3.781 B2P   101.9929  -32.4496 -.1753464  .8254451 -.5365576  2340287
 1058  4.852 B3    106.7927  -39.5743 -.2226907  .7379293 -.6370786  2340306
 1059  2.742 K5    108.8438  -37.0066 -.2579282  .7557651 -.6019070  2340318
 1060  4.680 B3    109.1319  -36.6418 -.2629753  .7580641 -.5968106  2340320
 1061  4.773 G0    112.1907  -30.8561 -.3242312  .7948739 -.5128836  2340344
 1062  4.617 B8    113.8789  -34.8548 -.3321835  .7503618 -.5714992  2340353
 1063  4.906 B3    114.4229  -38.1922 -.3249614  .7156139 -.6183015  2340360
 1064  3.719 K5    115.8678  -37.8463 -.3445260  .7105382 -.6135449  2340375
 1065  4.531 B3    117.7182  -38.7325 -.3628310  .6905584 -.6256858  2340390
 1066  4.852 A2    118.9184  -30.1989 -.4179363  .7565163 -.5030033  2340398
 1067  2.273 O D   120.4560  -39.8612 -.3890784  .6616845 -.6409303  2340405
 1068  4.430 K5    122.3926  -39.4687 -.4135594  .6518513 -.6356560  2340415
 1069  4.773 B3P   122.9008  -35.7477 -.4408484  .6814278 -.5842165  2340419
 1070  4.430 A5    124.1691  -36.5024 -.4514618  .6650774 -.5948566  2340438
 1071  4.938 K0    124.8531  -32.8943 -.4798526  .6890532 -.5430904  2340442
 1072  4.039 G5    129.5362  -35.1300 -.5206142  .6307429 -.5754340  2340471
 1073  3.703 B2    130.3951  -33.0051 -.5434736  .6386891 -.5447134  2340474
 1074  4.977 K0    138.4088  -38.3609 -.5864420  .5205057 -.6206123  2340504
 1075  4.703 F5    138.4374  -37.2041 -.5959561  .5284199 -.6046558  2340505
 1076  4.641 K2    141.7945  -35.7320 -.6378770  .5020588 -.5839947  2340519
 1077  4.422 K5    156.2142  -30.8125 -.7858977  .3463888 -.5122301  2340566
 1078  4.703 K0    163.5968  -36.8700 -.7674373  .2259162 -.6000015  2340582
 1079  3.719 G5    172.6318  -31.5812 -.8448644  .1092516 -.5237063  2340608
 1080  4.883 B8    174.4304  -34.4674 -.8205560  .0800166 -.5659374  2340618
 1081  4.398 B9    177.5936  -33.6298 -.8318995  .0349594 -.5538240  2340625
 1082  4.789 B8P   189.2893  -39.7129 -.7591682 -.1241727 -.6389404  2340659
 1083  4.344 A5    192.6655  -39.9076 -.7484145 -.1681892 -.6415513  2340667
 1084  4.891 G5    197.3088  -37.5380 -.7570405 -.2359196 -.6092879  2340679
 1085  2.906 A2    199.4400  -36.4501 -.7585179 -.2677114 -.5941222  2340683
 1086  3.961 K0    202.0337  -39.1500 -.7188565 -.2909285 -.6313524  2340689
 1087  4.359 F5    205.7038  -32.7932 -.7574489 -.3645969 -.5416089  2340700
 1088  4.398 MB    206.6345  -34.2025 -.7392922 -.3707673 -.5621198  2340705
 1089  4.719 B5    207.2327  -32.7475 -.7478352 -.3848742 -.5409384  2340708
 1090  4.758 B5    207.5806  -31.6817 -.7542744 -.3939992 -.5251997  2340711
 1091  2.258 K0    210.9259  -36.1305 -.6928507 -.4150886 -.5896264  2340721
 1092  4.172 A0    214.3757  -37.6566 -.6534210 -.4470000 -.6109272  2340728
 1093  4.547 B5    214.9862  -39.2850 -.6341350 -.4437993 -.6331785  2340730
 1094  4.094 B3    219.7109  -37.5805 -.6096501 -.5063378 -.6098760  2340742
 1095  4.133 K0    220.1468  -34.9616 -.6264496 -.5283943 -.5730274  2340745
 1096  5.000 A0    220.4778  -34.9814 -.6232363 -.5318762 -.5733099  2340746
 1097  4.953 F0    227.8879  -31.3339 -.5727795 -.6336388 -.5200246  2340772
 1098  3.594 K5    229.6551  -36.0824 -.5231997 -.6159566 -.5889478  2340777
 1099  4.688 B3    229.9880  -36.6809 -.5156279 -.6142402 -.5973582  2340779
 1100  4.680 A0    230.5207  -38.5582 -.4971803 -.6035710 -.6233087  2340782
 1101  4.633 K0    234.1462  -34.2501 -.4841488 -.6699614 -.5628069  2340795
 1102  4.820 B5    234.8723  -34.5518 -.4739085 -.6736101 -.5671509  2340799
 1103  4.109 B9    236.9435  -33.4768 -.4549779 -.6990943 -.5515998  2340805
 1104  3.641 B3    239.1998  -38.2559 -.4020856 -.6744995 -.6191749  2340815
 1105  4.969 B5    240.0169  -38.4652 -.3912934 -.6782016 -.6220387  2340818
 1106  4.328 B3    240.8252  -36.6683 -.3910074 -.7003484 -.5971812  2340822
 1107  4.328 B3    247.0272  -34.5974 -.3212759 -.7578768 -.5678068  2340839
 1108  4.297 M0    248.2700  -35.1545 -.3027040 -.7595027 -.5757829  2340841
 1109  2.359 K0    251.7221  -34.2071 -.2593722 -.7852859 -.5621852  2340856
 1110  3.094 B3P   252.1193  -37.9639 -.2420663 -.7503174 -.6151648  2340858
 1111  3.641 B2    252.2357  -37.9345 -.2406386 -.7511080 -.6147600  2340859
 1112  4.867 B1P   255.3824  -34.0546 -.2090875 -.8016870 -.5599825  2340874
 1113  2.797 B3    261.8402  -37.2583 -.1129671 -.7878569 -.6054090  2340907
 1114  1.711 B2    262.5526  -37.0697 -.1034206 -.7911725 -.6027854  2340911
 1115  4.344 K0    263.2749  -38.6042 -.0915156 -.7760977 -.6239369  2340915
 1116  2.508 B2    264.7564  -39.0066 -.0710176 -.7738211 -.6294103  2340921
 1117  4.828 B8    266.4813  -31.6882 -.0522244 -.8493150 -.5252967  2340935
 1118  3.250 K2    266.6139  -37.0290 -.0471522 -.7969374 -.6022188  2340938
 1119  3.070 K0    270.6480  -30.4286  .0097517 -.8622059 -.5064641  2340974
 1120  3.156 M3    273.5590  -36.7805  .0497191 -.7993902 -.5987515  2340988
 1121  1.953 A0    275.2129  -34.4116  .0749563 -.8215869 -.5651341  2341000
 1122  4.820 B3    280.2435  -35.6936  .1444265 -.7992036 -.5834506  2341026
 1123  4.867 F5    283.8362  -37.1755  .1905499 -.7736684 -.6042582  2341043
 1124  4.258 F8    285.7613  -37.1400  .2165330 -.7671907 -.6037647  2341050
 1125  4.117 A2    286.5192  -37.9854  .2241056 -.7556359 -.6154601  2341052
 1126  4.156 G5    286.6479  -39.4225  .2213084 -.7401046 -.6350337  2341055
 1127  4.391 B3    299.1215  -35.4135  .3966263 -.7119684 -.5794726  2341086
 1128  4.789 K5    300.0610  -38.0816  .3942916 -.6812580 -.6167834  2341090
 1129  5.000 K0    311.7125  -33.9664  .5518542 -.6191154 -.5587067  2341119
 1130  4.711 G5    314.5572  -32.4544  .5920408 -.6012629 -.5366289  2341129
 1131  4.789 A0    318.7284  -32.3830  .6347094 -.5570483 -.5355756  2341144
 1132  4.352 A0    325.4939  -33.2559  .6891082 -.4737189 -.5483797  2341157
 1133  3.156 B8    327.7283  -37.6012  .6698905 -.4230246 -.6101614  2341161
 1134  4.602 K2    330.7768  -39.7867  .6706290 -.3751583 -.6399320  2341171
 1135  4.617 A2    331.3688  -33.2338  .7341634 -.4007973 -.5480562  2341172
 1136  4.398 A0    337.1678  -32.6032  .7764146 -.3268880 -.5388179  2341183
 1137  4.523 A0    342.4374  -33.1414  .7982941 -.2526606 -.5467075  2341197
 1138  4.328 K0    343.2961  -32.8069  .8050344 -.2415816 -.5418099  2341200
 1139  4.508 K0    349.0324  -32.8054  .8251638 -.1599117 -.5417869  2341209
 1140  4.461 B9    352.5749  -38.0949  .7803909 -.1017032 -.6169655  2341213
 1141  3.938 K0      1.7219  -46.0252  .6940290  .0208636 -.7196447  2450002
 1142  3.898 A3      5.9387  -43.9568  .7160005  .0744800 -.6941152  2450005
 1143  2.438 K0      5.9573  -42.5816  .7323385  .0764200 -.6766390  2450006
 1144  4.883 A2      7.2547  -49.0795  .6497673  .0827152 -.7556194  2450011
 1145  4.648 K0      9.7415  -46.3591  .6801848  .1167736 -.7236799  2450017
 1146  3.352 K0     15.9635  -46.9860  .6558703  .1876160 -.7311870  2450028
 1147  4.883 G0     18.2432  -45.7961  .6621700  .2182634 -.7168626  2450031
 1148  3.398 K5     21.5488  -43.5761  .6738238  .2660899 -.6893168  2450037
 1149  3.961 K0     22.2953  -49.3303  .6029772  .2472409 -.7584791  2450039
 1150  4.406 M3     27.9094  -46.5478  .6077564  .3219182 -.7259482  2450052
 1151  5.000 B9     28.0727  -42.7420  .6480138  .3456107 -.6786983  2450053
 1152  4.742 G5     28.7981  -47.6285  .5905842  .3246516 -.7387907  2450054
 1153  4.961 K0     29.9252  -44.9540  .6133256  .3530371 -.7065384  2450056
 1154  4.438 B5     36.2885  -47.9276  .5401066  .3965812 -.7422993  2450067
 1155  4.531 A2     39.4746  -43.1057  .5635644  .4641472 -.6833466  2450068
 1156  4.063 K0     39.6753  -40.0688  .5890104  .4885773 -.6437073  2450069
 1157  3.422 A2     44.0903  -40.5039  .5461253  .5290539 -.6494992  2450078
 1158  3.422 A2     44.0904  -40.5040  .5461234  .5290539 -.6495007  2450079
 1159  4.422 A2     44.0931  -40.5037  .5461009  .5290807 -.6494978  2450080
 1160  4.297 G5     49.5274  -43.2519  .4727589  .5540668 -.6852073  2450087
 1161  4.578 K0     53.8244  -40.4380  .4492528  .6143754 -.6486253  2450095
 1162  4.852 F0     62.2921  -42.1223  .3448709  .6566615 -.6707159  2450110
 1163  3.828 K0     63.0864  -42.4190  .3341583  .6582740 -.6745470  2450113
 1164  4.523 F2     69.7350  -41.9592  .2575629  .6975919 -.6686007  2450123
 1165  4.922 K5     75.9183  -49.6448  .1575454  .6280656 -.7620453  2450133
 1166  4.031 K0     89.4039  -42.8172  .0076312  .7334859 -.6796618  2450155
 1167  3.180 B8     99.0574  -43.1512 -.1148486  .7204549 -.6839259  2450186
 1168  5.000 K0     99.3233  -48.1745 -.1080354  .6580543 -.7451797  2450187
 1169  4.883 M0    103.7337  -48.6542 -.1568327  .6417147 -.7507368  2450201
 1170  4.469 F0    107.7813  -46.6739 -.2095394  .6533716 -.7274605  2450220
 1171  3.102 M5E   108.0044  -44.5538 -.2202556  .6776982 -.7015787  2450222
 1172  4.883 B8    108.3140  -48.1835 -.2095085  .6329758 -.7452837  2450223
 1173  3.281 K5    111.9100  -43.1973 -.2720269  .6763459 -.6845126  2450231
 1174  4.641 K0    116.7106  -46.9515 -.3068255  .6097745 -.7307757  2450250
 1175  4.250 B0    116.9284  -46.2464 -.3131911  .6165750 -.7223203  2450253
 1176  3.758 G5    117.6240  -40.4459 -.3528600  .6742695 -.6487299  2450259
 1177  4.828 B3    117.9130  -49.4820 -.3041384  .5741019 -.7602018  2450260
 1178  4.320 B1    117.9583  -47.9717 -.3138797  .5913597 -.7428144  2450261
 1179  4.102 B1P   119.2002  -49.1084 -.3193695  .5714401 -.7559493  2450273
 1180  4.789 B3    121.9866  -47.1974 -.3599314  .5763114 -.7336992  2450298
 1181  1.922 OAP   121.9977  -47.1884 -.3601046  .5763397 -.7335920  2450300
 1182  4.867 A3    122.4353  -42.8371 -.3932978  .6188949 -.6799162  2450307
 1183  4.430 K0    123.0684  -40.1949 -.4167888  .6401239 -.6453902  2450313
 1184  4.898 B2    125.2467  -48.3289 -.3836855  .5429690 -.7469740  2450321
 1185  4.867 K0    128.3002  -49.7710 -.4002825  .5068425 -.7634687  2450343
 1186  4.133 A5    128.9709  -42.8133 -.4613630  .5703272 -.6796110  2450345
 1187  4.063 F5P   129.7415  -46.4700 -.4403245  .5295933 -.7250140  2450348
 1188  4.852 A3    129.8940  -47.1378 -.4362841  .5219001 -.7329915  2450351
 1189  4.117 G5    130.6527  -42.4671 -.4805681  .5596463 -.6751669  2450358
 1190  4.094 A0    131.0827  -45.8579 -.4576646  .5249498 -.7176147  2450361
 1191  4.891 B0    132.2149  -46.3414 -.4638615  .5113013 -.7234663  2450373
 1192  4.422 F8    134.5549  -41.0579 -.5290329  .5373177 -.6568210  2450385
 1193  3.688 K0    135.6063  -46.8981 -.4882503  .4780250 -.7301395  2450391
 1194  2.219 K5    136.5385  -43.2298 -.5288538  .5011891 -.6849256  2450394
 1195  4.961 B5    137.3141  -44.6625 -.5228335  .4822186 -.7029298  2450397
 1196  3.641 F5    142.1794  -40.2463 -.6029368  .4680331 -.6460745  2450425
 1197  4.492 A5    143.7571  -49.1301 -.5277402  .3868549 -.7561968  2450431
 1198  4.563 G5    147.4358  -46.3126 -.5821338  .3717781 -.7231191  2450442
 1199  4.094 A2    153.1562  -41.8733 -.6643830  .3362423 -.6674852  2450460
 1200  4.992 K5    155.0440  -41.3973 -.6801031  .3165013 -.6612766  2450471
 1201  4.063 &&&   158.7962  -47.9657 -.6242452  .2421765 -.7427439  2450487
 1202  2.844 G5    161.1546  -49.1560 -.6189430  .2112533 -.7564930  2450495
 1203  4.563 A2    164.4639  -41.9574 -.7164713  .1991808 -.6685775  2450504
 1204  4.711 K0    177.1579  -44.8954 -.7075246  .0351244 -.7058153  2450536
 1205  4.156 B3    186.3309  -49.9542 -.6394763 -.0709478 -.7655302  2450563
 1206  4.023 A2    188.7364  -48.2663 -.6579463 -.1011074 -.7462465  2450570
 1207  2.383 A0    189.6840  -48.6854 -.6507851 -.1110535 -.7510965  2450573
 1208  4.648 K0    189.9508  -48.5391 -.6521486 -.1144145 -.7494075  2450574
 1209  4.352 K2    192.5671  -48.6717 -.6445509 -.1436862 -.7509384  2450581
 1210  4.961 B3    195.8417  -48.1960 -.6412668 -.1819647 -.7454299  2450591
 1211  4.398 B3    195.9943  -49.6390 -.6225322 -.1784415 -.7619792  2450593
 1212  3.531 B2    206.6236  -41.4396 -.6701680 -.3359400 -.6618302  2450629
 1213  3.320 B2P   206.6483  -42.2257 -.6618442 -.3321244 -.6720533  2450630
 1214  3.063 B2P   208.1012  -47.0435 -.6011124 -.3209805 -.7318712  2450633
 1215  4.047 B3    208.8050  -41.8576 -.6526466 -.3588690 -.6672822  2450636
 1216  4.172 B3    208.8946  -44.5607 -.6238081 -.3442836 -.7016639  2450637
 1217  4.391 F5    209.6485  -45.3624 -.6106308 -.3475702 -.7115651  2450640
 1218  4.539 B3    210.7456  -40.9412 -.6492095 -.3861722 -.6552847  2450642
 1219  4.102 B3    214.0475  -45.8283 -.5773593 -.3901306 -.7172548  2450654
 1220  4.648 B3    215.7288  -44.9965 -.5740570 -.4129400 -.7070637  2450661
 1221  4.492 F8    215.7385  -45.1545 -.5724021 -.4118963 -.7090115  2450662
 1222  2.648 &&&   218.0799  -41.9398 -.5855208 -.4587757 -.6683489  2450672
 1223  4.141 B5    218.6270  -49.2093 -.5103731 -.4078198 -.7571012  2450678
 1224  2.891 B2    219.6478  -47.1750 -.5234036 -.4337325 -.7334336  2450687
 1225  4.492 B5    222.0909  -43.3701 -.5394444 -.4872701 -.6867078  2450693
 1226  2.813 B2P   223.8111  -42.9344 -.5283277 -.5068439 -.6811601  2450698
 1227  3.352 B3    223.9744  -41.9052 -.5356006 -.5167605 -.6679001  2450699
 1228  4.023 B5    225.4254  -46.8571 -.4799304 -.4871105 -.7296507  2450704
 1229  4.391 B3    226.3659  -45.0891 -.4871799 -.5109798 -.7082058  2450710
 1230  4.141 B9    227.1100  -48.5497 -.4505323 -.4849996 -.7495306  2450712
 1231  4.922 B3    227.3635  -44.3134 -.4846596 -.5263903 -.6985831  2450715
 1232  4.359 B8    228.7604  -47.6931 -.4437156 -.5061452 -.7395495  2450725
 1233  3.430 B2    229.5200  -40.4684 -.4938750 -.5786621 -.6490282  2450728
 1234  3.742 B3    229.8185  -44.5113 -.4601075 -.5448207 -.7010502  2450732
 1235  2.953 B3    232.9497  -41.0006 -.4547200 -.6023338 -.6560669  2450739
 1236  4.844 B3    233.1080  -44.7930 -.4260127 -.5675611 -.7045478  2450741
 1237  4.273 K5    233.6669  -42.4042 -.4374899 -.5948490 -.6743569  2450743
 1238  4.688 F5    234.4328  -44.5001 -.4148673 -.5801811 -.7009101  2450746
 1239  4.742 G5    239.8825  -49.0921 -.3285852 -.5664400 -.7557628  2450763
 1240  4.844 A3P   240.7370  -45.0391 -.3454109 -.6164486 -.7075892  2450765
 1241  5.000 F8P   243.3152  -49.9452 -.2889929 -.5749796 -.7654290  2450773
 1242  4.797 B5    245.8772  -47.4432 -.2764083 -.6172588 -.7366071  2450779
 1243  4.883 B1P   252.6156  -42.2809 -.2210549 -.7060595 -.6727665  2450803
 1244  3.750 K5    252.7629  -42.2803 -.2192404 -.7066333 -.6727578  2450810
 1245  3.438 F2    257.1421  -43.1784 -.1622781 -.7109417 -.6842717  2450831
 1246  2.969 B3P   261.9927  -49.8395 -.0898379 -.6386426 -.7642413  2450849
 1247  4.633 A0    262.9828  -46.4737 -.0841352 -.6835285 -.7250587  2450854
 1248  2.039 F0    263.4310  -42.9681 -.0837107 -.7269293 -.6815910  2450855
 1249  4.844 F5    264.1336  -49.3888 -.0665298 -.6475136 -.7591442  2450857
 1250  3.141 F5P   266.0213  -40.1098 -.0530674 -.7629682 -.6442542  2450863
 1251  4.883 A2P   266.6716  -40.0765 -.0444253 -.7638948 -.6438098  2450866
 1252  4.977 K0    268.2847  -44.3360 -.0214103 -.7149333 -.6988647  2450872
 1253  4.891 M0    268.5599  -41.7113 -.0187606 -.7462711 -.6653777  2450875
 1254  4.602 K0    271.8790  -45.9656  .0227916 -.6947170 -.7189220  2450882
 1255  3.758 B3    275.8163  -45.9986  .0703985 -.6910998 -.7193226  2450900
 1256  4.141 K0    276.2475  -49.1027  .0712469 -.6508164 -.7558848  2450901
 1257  4.688 G5    277.4836  -42.3508  .0962537 -.7327386 -.6736686  2450910
 1258  4.852 A0    284.8946  -42.1687  .1905117 -.7162681 -.6713161  2450937
 1259  4.656 K0    286.2180  -40.5764  .2121335 -.7293142 -.6504614  2450941
 1260  4.313 B8    289.7618  -44.5551  .2409298 -.6706095 -.7015951  2450948
 1261  4.508 F0    289.9040  -44.8964  .2411663 -.6660687 -.7058267  2450949
 1262  4.109 B8    290.1066  -40.7133  .2605707 -.7117876 -.6522739  2450950
 1263  4.211 K0    297.9544  -42.0009  .3483575 -.6564262 -.6691425  2450964
 1264  3.211 K0    308.5156  -47.4667  .4209750 -.5289429 -.7368850  2450989
 1265  4.898 K5    311.5131  -46.4131  .4569646 -.5162661 -.7243291  2450998
 1266  4.922 A2P   319.3933  -41.0222  .5727783 -.4910470 -.6563519  2451017
 1267  2.156 B5    331.2749  -47.2056  .5957632 -.3265099 -.7337966  2451037
 1268  4.859 G0    333.1534  -41.5959  .6672414 -.3377294 -.6638733  2451043
 1269  4.023 G5    336.5727  -43.7518  .6627960 -.2871927 -.6915358  2451048
 1270  4.313 MB    336.6945  -44.0057  .6605837 -.2845680 -.6947304  2451049
 1271  2.242 M3    339.9249  -47.1468  .6388004 -.2334536 -.7330985  2451059
 1272  4.891 K0    340.1522  -41.6765  .7025423 -.2535934 -.6649246  2451061
 1273  4.352 F5    346.0169  -43.7911  .7004768 -.1744292 -.6920308  2451076
 1274  4.102 K0    346.8862  -45.5181  .6824110 -.1589755 -.7134718  2451080
 1275  4.797 A2P   353.0986  -42.8917  .7273333 -.0880345 -.6806145  2451095
 1276  4.859 A2    353.7922  -45.7693  .6934589 -.0754288 -.7165370  2451096
 1277  4.531 A0     10.2783  -57.7368  .5252424  .0952475 -.8456053  2560014
 1278  4.133 B8     16.5723  -55.5124  .5427076  .1615022 -.8242485  2560019
 1279   .602 B5     23.9659  -57.4906  .4911047  .2183034 -.8433029  2560028
 1280  3.727 G5     28.5152  -51.8539  .5427391  .2948699 -.7864388  2560037
 1281  3.781 B8     33.6826  -51.7433  .5152392  .3433952 -.7852441  2560044
 1282  4.359 F5     63.6804  -51.6099  .2753428  .5566350 -.7838009  2560079
 1283  4.422 K2     63.9029  -59.4235  .2237693  .4568275 -.8609506  2560080
 1284  3.469 A0P    68.2293  -55.1477  .2119514  .5307035 -.8206280  2560084
 1285  4.758 F8     76.1619  -57.5392  .1283724  .5211437 -.8437593  2560100
 1286  3.938 A3     86.5248  -51.0829  .0380788  .6270403 -.7780556  2560117
 1287  4.383 K0     87.2307  -56.1794  .0268912  .5559448 -.8307841  2560119
 1288  4.977 K0     87.4389  -52.1205  .0274367  .6133897 -.7893037  2560121
 1289  4.844 B1     92.3307  -54.9567 -.0233508  .5737196 -.8187188  2560131
 1290  -.859 F0     95.7109  -52.6674 -.0603459  .6034312 -.7951284  2560144
 1291  4.438 A0     98.4681  -52.9339 -.0887581  .5961644 -.7979411  2560154
 1292  2.828 K0    102.1742  -50.5551 -.1339828  .6210478 -.7722359  2560167
 1293  4.383 G5    102.1921  -53.5628 -.1254350  .5805452 -.8045081  2560168
 1294  4.922 K5    113.6065  -52.4218 -.2442141  .5588108 -.7925213  2560210
 1295  3.602 B3    118.8762  -52.8472 -.2916553  .5288522 -.7970273  2560234
 1296  1.742 &&&   125.3719  -59.3479 -.2951277  .4157165 -.8602787  2560257
 1297  4.797 K0    128.5377  -57.8353 -.3316721  .4164071 -.8465216  2560275
 1298  3.680 B3    129.7148  -52.7434 -.3868208  .4656832 -.7959327  2560281
 1299  4.422 B2    129.8784  -59.5822 -.3246207  .3885400 -.8623561  2560285
 1300  2.008 A0    130.8312  -54.5254 -.3794467  .4391101 -.8143725  2560289
 1301  4.633 B3    131.3544  -56.5852 -.3638532  .4133735 -.8347054  2560293
 1302  4.773 B5    133.7029  -52.5306 -.4203124  .4397871 -.7936780  2560302
 1303  3.563 B3    137.4121  -58.7615 -.3818149  .3509483 -.8550162  2560316
 1304  4.180 K5    138.6972  -57.3315 -.4054984  .3562738 -.8418076  2560323
 1305  2.250 F0    138.9376  -59.0649 -.3876037  .3376811 -.8577499  2560324
 1306  2.633 B3    140.1409  -54.7964 -.4425222  .3694696 -.8171085  2560332
 1307  3.039 K5    142.4246  -56.8132 -.4338191  .3337888 -.8368907  2560344
 1308  4.203 B5    143.2480  -59.0059 -.4125950  .3081212 -.8572203  2560346
 1309  3.703 B5    148.7758  -54.3291 -.4986602  .3022870 -.8123796  2560369
 1310  4.578 K0    154.4325  -54.7779 -.5202713  .2489094 -.8169222  2560393
 1311  4.648 B5P   154.7619  -55.7908 -.5085492  .2397182 -.8269903  2560395
 1312  4.938 F5P   156.3849  -57.3833 -.4938776  .2159251 -.8422952  2560405
 1313  4.078 F0    156.5094  -58.4837 -.4794190  .2083637 -.8524916  2560406
 1314  4.539 K5    158.4151  -57.2983 -.5023783  .1987524 -.8414948  2560414
 1315  4.727 K5    159.2104  -58.9223 -.4825902  .1832187 -.8564681  2560420
 1316  4.367 G0    159.3273  -55.3424 -.5320552  .2007574 -.8225653  2560423
 1317  3.883 K0    162.8656  -58.5870 -.4980703  .1535541 -.8534326  2560442
 1318  4.023 F8P   166.6114  -58.7039 -.5053435  .1202837 -.8544939  2560462
 1319  4.258 B5    169.6792  -54.2168 -.5752590  .1047576 -.8112354  2560471
 1320  4.961 F8P   172.3618  -59.1661 -.5080034  .0681272 -.8586566  2560480
 1321  4.820 B8    173.0941  -53.9876 -.5836951  .0706955 -.8088895  2560482
 1322  4.813 B5    181.3712  -50.3829 -.6374707 -.0152589 -.7703235  2560503
 1323  2.883 B3P   181.4388  -50.4441 -.6366298 -.0159903 -.7710038  2560504
 1324  4.203 B3    182.2564  -52.0904 -.6139416 -.0241906 -.7889807  2560507
 1325  3.078 B3    183.1184  -58.4709 -.5221574 -.0284470 -.8523746  2560509
 1326  4.977 M0    184.0782  -54.8655 -.5740410 -.0409281 -.8178031  2560512
 1327  1.609 M3    187.0953  -56.8363 -.5428441 -.0675691 -.8371109  2560521
 1328  4.859 B3    190.8724  -56.2159 -.5460831 -.1048867 -.8311390  2560536
 1329  1.500 B1    191.1952  -59.4159 -.4991210 -.0987850 -.8608831  2560537
 1330  4.258 B3    192.9094  -56.9068 -.5322025 -.1219825 -.8377832  2560543
 1331  4.844 B3    192.9162  -58.8755 -.5038204 -.1155406 -.8560464  2560545
 1332  4.758 B8    197.2872  -59.6554 -.4823778 -.1501256 -.8630029  2560558
 1333  2.563 B1    204.1759  -53.2131 -.5463181 -.2452494 -.8008678  2560577
 1334  4.680 K0    205.8694  -51.1831 -.5640191 -.2735008 -.7791532  2560585
 1335  4.781 K0    211.6400  -53.2028 -.5099515 -.3142157 -.8007609  2560605
 1336  4.406 B5    214.2036  -56.1576 -.4605907 -.3130592 -.8305722  2560613
 1337  4.602 B2    217.3079  -50.2368 -.5087450 -.3876700 -.7686940  2560620
 1338  3.500 K0    227.1680  -51.9112 -.4193878 -.4523898 -.7870561  2560646
 1339  4.156 A3    228.3934  -58.6177 -.3457816 -.3893725 -.8537120  2560647
 1340  4.539 &&&   229.8440  -59.1430 -.3307524 -.3920034 -.8584499  2560651
 1341  4.867 A2    239.8603  -57.6373 -.2687678 -.4629089 -.8446770  2560679
 1342  4.141 K0    244.0196  -50.0355 -.2813735 -.5774035 -.7664426  2560696
 1343  3.680 K5    251.3650  -58.9549 -.1647897 -.4886760 -.8567614  2560710
 1344  3.063 K5    253.6182  -55.9139 -.1580644 -.5376865 -.8281962  2560715
 1345  4.148 K2    253.8979  -53.0857 -.1665820 -.5770570 -.7995347  2560716
 1346  2.797 K2    260.2844  -55.4853 -.0956210 -.5584911 -.8239808  2560735
 1347  3.508 B1    260.2948  -56.3331 -.0934543 -.5464292 -.8322749  2560736
 1348  3.898 B1P   270.6841  -50.0973  .0076591 -.6414404 -.7671347  2560766
